105,ytqgro199,zj64gr98563xg26@perub.gjl,VSM74GWS5BC,Demetrius,Crosby,RGO18ZRB1EF,GLD62PDI5CA,2021-12-20 17:36:38,|SP60CCW6C|,D42C8896-72F1-1B27-24DD-3E85EF065BE9,5,Graham,1960-09-16,Bhakkar,Seychelles,3,2,4,ODJ02XVC1YX,OSZ96MOV2HV,R3N 6U6,HAO02QZC5QW,2017-07-19,2021-08-14,K,Malta,Baron,7,1,2021-03-10 01:39:09,6,2020-03-31 00:26:07,7,True
106,imifrd541,fx16nu57249ed24@dfcxv.cyg,DME06ZBG6ST,Emmanuel,Sutton,KTN84RQT1CV,VWF72KID8IM,2021-07-01 08:12:00,|BB75SKY8F|,C298A78A-F29C-0737-168E-47008E2272D1,5,Downs,2000-12-22,Mollem,Jersey,1,1,2,OJW97IKW8ZK,HYZ21NEZ8IQ,X3T 5L8,NRE01KCI2CX,2017-01-23,2020-11-27,M,Hong Kong,SAS,6,2,2020-09-26 03:11:07,7,2022-01-10 20:09:45,5,True
107,icvuex517,dd58zd16573sv65@sghnf.uam,DUH86PHG0OM,Constance,Stanton,DKJ31PDD5XY,MZP27GOU2NR,2021-03-07 17:01:53,|SV31EES9U|,9D7D11FE-878D-66F4-A36D-309FE75297A6,5,Guerra,2011-05-25,WagnelŽe,"Bonaire, Sint Eustatius and Saba",3,1,4,YRN02CQO4QC,PYF86FOH0UY,A7J 9T5,PUC71JMQ0AZ,2019-01-15,2021-11-08,A,Denmark,Baron,5,5,2021-06-23 13:29:07,5,2021-12-13 21:30:55,5,True
108,stnxti144,fj78cw06719le83@urasg.ksg,ZXN55WRZ1BH,Coby,Workman,FKA68SFL0NV,FVR46AYH9OR,2021-11-20 06:17:47,|YR17JLB2G|,FAFFEFBB-CFF1-485D-D4C4-F24E3BBD5EFC,5,Cooley,1976-09-20,Darwin,Saint Martin,1,1,1,MKQ05TNK0AW,FIQ19JML2ND,K9E 1F6,WOJ96DJP9NN,2015-05-14,2021-09-02,L,Jordan,Compte,3,1,2021-11-09 04:11:39,1,2021-03-09 16:06:13,9,True
109,wcreus906,lr53ke60056qr03@tcnso.nxj,IEM10QXO4HL,Merritt,Cantrell,OMV52RKY8LS,HXV28PRL2ZW,2020-08-11 15:56:23,|WL75SQH2H|,4648A1E8-70BB-FAB7-4481-6F0927CF8C39,5,Castillo,1932-03-17,Bogotá,Egypt,1,1,4,PIK40VCF0SK,AFF60ERT2SA,G2N 0E6,DXV71SRK6FP,2015-08-18,2020-04-28,U,Bahrain,Compte,3,5,2020-12-28 05:54:10,6,2020-03-28 01:36:44,2,True
110,vbzybv161,mx58st94031to99@rfmbh.hgv,KVQ69ZBI5TE,Kennedy,Morris,NBJ59KUG0IK,SEX30ARZ2PT,2022-01-05 00:02:38,|DU31FEC7L|,47F1B247-95EF-A748-52EA-AADD00A65AA4,5,Maxwell,1984-08-15,Dunedin,Myanmar,3,2,4,API42SBI8WZ,TNX32SCW8QM,Y8B 8V2,WPG48ICI9SO,2017-08-23,2021-02-13,A,Jersey,Baron,9,1,2021-11-05 07:13:14,2,2021-01-19 08:01:06,5,True
111,uxarwd863,bi28mi40233qe89@trpjn.dwc,LSO81FRR8HM,Keely,Terry,KDH17JTD9TT,VSK99UPM6GV,2020-09-29 19:02:46,|EL29CBM0X|,D3337825-6E47-B39B-7229-C46C61B44417,5,Brennan,1922-05-20,Kasur,Svalbard and Jan Mayen Islands,2,2,3,VGI22QQH6AR,NKO86TNJ8KN,S8M 7U4,WVE15PIC9WL,2016-12-18,2021-04-20,U,Central African Republic,SAS,7,9,2020-06-04 13:38:35,2,2021-03-20 20:49:04,7,True
112,abbqfx680,jd04hw15089op37@ocaph.biz,CQB55ZFL4LM,Tiger,Nolan,FIB59IFH4MU,FSC49EOD3YD,2021-08-28 01:05:13,|ZI94WBR5F|,659F2AC6-D4AB-79B4-683C-D7EFF8C4E996,5,Curry,1981-12-14,Livorno,Madagascar,1,1,4,HNI88TPT3BA,NMX81EKV0QW,D1G 6X4,VWJ23NBD1VR,2018-01-29,2020-12-14,G,Samoa,Compte,2,2,2020-11-25 10:10:13,7,2020-05-28 12:49:05,3,True
113,dcxtgs346,uv19fm96305mx53@miike.txg,FGN93LMB8NS,Aileen,Figueroa,ODY57ITC2SF,YOH69AET2TB,2020-05-01 15:39:48,|WX25DDV8S|,B72C9111-090F-C790-2571-4ADEA8F71B7C,5,Haney,1970-02-15,Tauranga,Venezuela,3,2,4,LAC38QHI7DT,JGW30UEH6KN,F7D 4T5,BWL71PAN0SW,2015-07-06,2020-03-07,L,Hong Kong,,1,10,2021-07-12 09:17:14,3,2021-09-16 02:42:21,2,True
114,tkylio014,fe67hx63417uo53@jsosv.wkp,PMU24KBU0WM,Bianca,Casey,XUH80PBH0KD,LEH51SSV4KH,2020-07-08 13:25:57,|TS87SBM8D|,510C5CF4-7C12-6759-F004-DEA021DFC266,5,Chase,1962-12-07,Cuddapah,Costa Rica,3,1,1,RXS09KZG3LD,YST20TRB6WA,C3T 2W3,VOF20PCR3AA,2017-06-10,2020-07-25,N,Slovenia,SAS,8,6,2020-05-03 01:04:20,6,2021-10-07 17:09:09,3,True
115,nrumpf365,ae81vc59714qa01@atgbl.xsx,QFL42BQW6ZH,Aspen,Daniels,UGY92QUW4UU,MDN43NFP8UI,2021-03-10 05:38:27,|TL05TZK4E|,A7CA7D29-416F-7C94-333A-A415F4138848,5,Ryan,1944-06-29,Kamarhati,Micronesia,1,2,1,HDZ72JLG7WP,TKF80UAP3SF,K9V 9A3,LOO11FWZ1WF,2016-07-17,2021-05-11,K,Kenya,Baron,7,2,2022-01-21 08:00:57,4,2021-07-11 13:23:12,4,True
116,hoxfus255,qi19ic29644to38@mozue.rdq,ZNU45BZY1WE,Tyrone,Avila,GGY98IAR4TV,LZW78GGW7CR,2021-05-28 04:33:14,|ZF08EKF3N|,8EF57A99-4B7B-B5F7-ACB3-3BCE26464E84,5,Lucas,1991-10-24,Henis,Romania,2,2,1,FFE91EQB6OA,BMC42VUJ9IL,S5L 1L2,NOB07RNY6BB,2016-02-27,2020-06-13,T,Zimbabwe,SAS,8,1,2020-10-01 03:51:30,8,2021-06-07 01:48:07,4,True
117,jkpmcn931,hm47hk79985tb29@nryig.bko,MSD64ZQU9JJ,Lucy,Colon,KNF85XWI2RH,QDV23XQH3IQ,2021-04-04 09:47:06,|PC59SVY8Z|,5924B517-69AB-B189-F77F-FD80C31B7839,5,Acosta,1949-12-23,Mosciano Sant'Angelo,South Sudan,3,1,1,CLD64SRR5XY,CMG51VPD8PA,A0Z 3B4,BPZ90VVJ4OC,2017-03-14,2021-12-21,X,French Polynesia,SAS,7,4,2021-03-05 07:37:44,7,2020-07-11 10:18:27,4,True
118,mddpne147,hr37kp11542dx92@jhnai.jdx,DQT88CNO4PU,Rhiannon,Ortega,DHC07BJX5NB,BAV46NKF2GM,2020-03-16 08:53:32,|JY91BHP1T|,9FFAEA95-A880-6E97-478E-E43AA896C3C8,5,Berry,2000-12-12,Campolieto,Tokelau,1,2,3,LGR64ADE0ES,BII78WMQ3VG,D3D 4B7,TIZ99GQA7GZ,2018-02-25,2020-09-07,J,Heard Island and Mcdonald Islands,Baron,9,9,2021-07-03 07:22:13,8,2021-11-20 21:52:09,6,True
119,yvuduk353,pt54nc14729hs98@ygpgs.kvy,OEV21MMA3UT,Lillian,Kidd,SJK58ACL8PC,NYR63LRF0YB,2021-08-03 06:38:14,|PS60FXB4V|,78FD1B69-D497-196E-A52E-DC8A59D7781E,5,Kaufman,1970-04-17,Orp-Jauche,Bolivia,3,2,2,EUD41OJZ8GI,EEE97RAH9CG,R9M 7J6,NYJ93WVF3JQ,2015-09-23,2021-11-09,W,Syria,SAS,8,1,2020-06-26 15:13:08,8,2020-11-15 12:40:42,2,True
120,vahzpc254,pz69gq41866wx30@dzdwk.djg,VTS59GQX4LQ,Cody,Rush,DFP24GWT8JI,IGG34HRQ8BQ,2020-06-18 21:14:10,|TF58CHL2H|,DC957A7A-BE1C-8972-3F25-878C6C12ADE0,5,Sykes,1977-11-06,Giove,Sudan,2,2,4,LNE25AGQ7TO,LMF21VSE3NX,B2B 3T3,ZGP98QHJ8SP,2016-02-04,2021-02-19,Q,Åland Islands,SAS,4,3,2022-02-04 12:46:18,6,2021-03-16 13:06:29,8,True
121,sqdiss758,nh40um19007jc18@dcdyj.umo,NOW97TLO2RH,Jael,Dodson,VDH11EHE1MO,QBW55FBP0ZG,2020-08-21 20:32:35,|PY04WBV2J|,2812E8E1-0597-99A3-D5A0-E387EC85A5E2,5,Orr,1941-10-19,Plymouth,Benin,2,2,2,KEB94CGM1HQ,EJU10WWS6BC,L5D 3T0,XXY87TCU6LZ,2017-09-18,2021-01-10,P,Sweden,Compte,7,6,2022-01-18 01:25:46,8,2021-09-15 14:46:08,7,True
122,qbqrvr656,zk56jt53149mn02@kzzmz.ryt,RYA47YQO0VF,Amery,Erickson,AFP76CNY7BW,ZTT67OHQ7YQ,2022-02-04 15:21:13,|NP47DJS8B|,F14BE813-0473-1AEC-D9D6-EE2FF51D0EE0,5,Calderon,1932-02-19,Goutroux,Antarctica,1,1,2,ENI06XAY6TU,TJW15GSO7UJ,M4K 0Z7,ZQS46OWH5EV,2019-02-05,2020-04-17,O,Canada,,3,10,2020-07-31 05:16:35,1,2020-11-22 13:55:36,7,True
123,vuuuvi397,rx54wk02123js92@kyvyy.jzy,VJX43DEH7LH,Jelani,Mcconnell,BXW71WDE2OJ,AJK45SWE3LM,2021-05-24 06:46:34,|WH53VFX7L|,201F933D-F8B8-808D-910B-0F1144A54478,5,Pittman,1969-01-24,Jolanda di Savoia,Wallis and Futuna,3,2,3,CIW94HPZ6TN,VVI02WHT2MB,V1U 6N4,HFS52EZA5OY,2018-06-29,2021-12-23,P,Chad,,6,3,2020-07-01 06:32:12,6,2021-03-12 02:21:17,4,True
124,hxxryb877,gw13wp56099pl91@doors.bnm,SDI86ONI5HC,Kelly,Steele,RNC48IXA5SW,AEB64AEB6QH,2020-07-04 21:42:07,|FW76MGE6Z|,B1FB9FDC-1BA0-0B4B-869A-247DA590262A,5,Bentley,1982-03-09,Pievepelago,Anguilla,3,1,3,VGZ45KNP4PL,ZYQ48KFZ5TX,T8K 3F3,WUT46TQQ2BR,2017-10-08,2020-03-07,Y,Norfolk Island,SAS,10,9,2021-12-15 13:02:07,8,2020-11-20 15:29:57,4,True
125,pheetz826,rd42lx15672wm56@pvqcm.ekk,FSJ61QII8BP,Howard,Eaton,VEN46EHB5AJ,WXZ10LDG9ZM,2021-01-25 03:11:17,|SH02GSY6V|,050B6416-F357-E322-8DCB-8272B359C7A3,5,Trujillo,2000-08-17,Valpelline,Israel,3,2,1,KFJ29COA4LN,PVP00OQE4HX,Z8Z 8Y6,EZA44HRM7WA,2017-08-29,2021-11-21,D,Kuwait,Compte,8,2,2021-06-12 12:47:00,3,2020-12-12 21:31:58,7,True
126,bbpxlx872,hy56qd78650bf47@blhvu.oai,PUM59IKV5MR,Claudia,Finley,KMX06CYF3WJ,RUI09LYA3VP,2021-02-10 16:26:43,|IG15JJD4R|,52EBAAE1-B31C-C051-2CF4-AC8AB1F013AA,5,Pate,2012-06-19,Auxerre,Estonia,1,2,1,LOD14DSF0DE,CQW02XKT8QI,N4F 2U5,UIP67UHA8LG,2017-12-18,2021-04-05,P,Panama,,6,3,2020-07-06 08:17:44,1,2021-01-25 12:14:11,3,True
127,ncdpsf079,ep63ye43368up51@aqonx.ilq,AQU95DHQ7ZZ,Evangeline,Morse,TEC65RHA2LU,DGY71EHP2ZL,2021-09-20 18:20:41,|PN12NFN8X|,F5F60FB2-92A4-4DC7-E587-7D2D08CA7946,5,Mccray,1976-04-15,Darion,Djibouti,1,2,3,WZD59EOT8SV,EOY64ZGD5UT,J0C 6C1,TUC08NOB8GU,2015-05-26,2021-02-18,Z,Cambodia,Compte,1,5,2021-05-07 21:58:10,6,2021-12-11 02:40:52,7,True
128,dizbfz325,hk18pu56524xp08@myxhs.lgk,FTC65WHZ1LT,Wang,Maldonado,CUE29VCW5QU,GHC83OBY6GO,2021-12-08 20:04:58,|KD76ETD9R|,39266A32-DCFC-DD0A-723A-074054250BFE,5,Lewis,1948-05-10,Langholm,Liechtenstein,3,2,4,ZZR23HZM9LB,JVF50VAK4ZG,N4F 5F4,BCO48SEA3WP,2015-10-06,2020-09-30,L,Equatorial Guinea,Compte,8,3,2021-06-08 14:37:10,1,2020-11-18 21:35:17,8,True
129,fhbavx809,pm40fe24792ft31@krpur.syj,GMN88NLV6CL,Brenden,Gibson,IND55ANO4FY,MRN77JMJ6JR,2021-09-29 03:48:53,|XZ37QZN8T|,7F394A42-EAEC-E5AC-7493-405AA25C97EA,5,Carrillo,1930-04-25,Blagoveshchensk,Tokelau,3,2,4,PCS11ZIH7XD,FJU71HSS9FS,M7M 1V3,POF04WUL5QZ,2018-03-08,2022-02-18,Q,Angola,Baron,3,7,2020-02-21 02:15:59,5,2020-09-01 22:05:11,8,True


TABLE auth_user_tag_groups


TABLE facilities


TABLE testtable


TABLE photo_id


TABLE facility
facility.id,facility.facility_name,facility.created_on,facility.created_by,facility.modified_on,facility.modified_by,facility.is_active
1,Desk1,2021-02-21 23:37:06,<NULL>,2021-02-21 23:37:06,<NULL>,True
2,Desk2,2021-02-21 23:37:06,<NULL>,2021-02-21 23:37:06,<NULL>,True
3,Iris,2021-02-21 23:37:06,<NULL>,2021-02-21 23:37:06,<NULL>,True
4,Cornea,2021-02-21 23:37:06,<NULL>,2021-02-21 23:37:06,<NULL>,True
5,Cristalline,2021-02-21 23:37:06,<NULL>,2021-02-21 23:37:06,<NULL>,True
6,Retina,2021-02-21 23:37:06,<NULL>,2021-02-21 23:37:06,<NULL>,True
7,Exam1,2021-02-21 23:37:06,<NULL>,2021-02-21 23:37:06,<NULL>,True
8,Exam2,2021-02-21 23:37:06,<NULL>,2021-02-21 23:37:06,<NULL>,True
9,Reunion,2021-02-21 23:37:06,<NULL>,2021-02-21 23:37:06,<NULL>,True


TABLE modality_type


TABLE modality
modality.id,modality.modality_name,modality.created_on,modality.created_by,modality.modified_on,modality.modified_by,modality.is_active
1,L80,2021-02-21 23:37:06,<NULL>,2021-02-21 23:37:06,<NULL>,True
2,VX-120,2021-02-21 23:37:06,<NULL>,2021-02-21 23:37:06,<NULL>,True
3,TonoRef,2021-02-21 23:37:06,<NULL>,2021-02-21 23:37:06,<NULL>,True
4,TonoCan,2021-02-21 23:37:06,<NULL>,2021-02-21 23:37:06,<NULL>,True
5,Octopus 900,2021-02-21 23:37:06,<NULL>,2021-02-21 23:37:06,<NULL>,True
6,FDT,2021-02-21 23:37:06,<NULL>,2021-02-21 23:37:06,<NULL>,True
7,OCT Maestro,2021-02-21 23:37:06,<NULL>,2021-02-21 23:37:06,<NULL>,True
8,Pentacam,2021-02-21 23:37:06,<NULL>,2021-02-21 23:37:06,<NULL>,True
9,Anterion,2021-02-21 23:37:06,<NULL>,2021-02-21 23:37:06,<NULL>,True
10,Visucam,2021-02-21 23:37:06,<NULL>,2021-02-21 23:37:06,<NULL>,True
11,CEM-500,2021-02-21 23:37:06,<NULL>,2021-02-21 23:37:06,<NULL>,True


TABLE modality_tag_default
modality_tag_default.id,modality_tag_default.path,modality_tag_default.record_id
1,/Rx/,1
2,/Rx/,2
3,/Tono/,3
4,/Tono/,4
5,/VF/,5
6,/VF/,6
7,/Imaging/,7
8,/OCT/,7
9,/Imaging/,8
10,/Biometry/,8
11,/Topo/,8
12,/Imaging/,9
13,/Biometry/,9
14,/Topo/,9
15,/Imaging/,10
16,/Angiography/,10
17,/Fluo/,10
18,/Imaging/,11


TABLE address


TABLE data_origin
data_origin.id,data_origin.origin
1,Home
2,Mobile
3,Work


TABLE phone


TABLE insurance_sector


TABLE insurance


TABLE procedure


TABLE worklist


TABLE tono


TABLE topography


TABLE capsulotomy


TABLE optotype


TABLE rx


TABLE ant_biom


TABLE post_biom


TABLE phistory


TABLE mx


TABLE alerts


END
